노선번호,도로명,이정,X좌표값,Y좌표값,GRS80X좌표값,GRS80Y좌표값
0144,밀양울산선,101.0000,35.512156335,128.806351856,363873.413143,325417.017822
0144,밀양울산선,101.1000,35.512125449,128.807453188,363973.400402,325415.421546
0144,밀양울산선,101.2000,35.512094553,128.808554519,364073.387660,325413.825270
0144,밀양울산선,101.3000,35.512063647,128.809655848,364173.374919,325412.228994
0144,밀양울산선,101.4000,35.512032676,128.810757174,364273.362078,325410.626692
0144,밀양울산선,101.5000,35.511985289,128.811857594,364373.300627,325407.202217
0144,밀양울산선,101.6000,35.511928798,128.812957310,364473.193928,325402.767553
0144,밀양울산선,101.7000,35.511848626,128.814054912,364572.944046,325395.702571
0144,밀양울산선,101.8000,35.511751102,128.815150267,364672.525917,325386.709387
0144,밀양울산선,101.9000,35.511641654,128.816244077,364771.992209,325376.391596
0144,밀양울산선,102.0000,35.511503281,128.817332968,364871.071623,325362.856883
0144,밀양울산선,102.1000,35.511353313,128.818419420,364969.953876,325348.032599
0144,밀양울산선,102.2000,35.511185706,128.819502148,365068.534798,325331.245642
0144,밀양울산선,102.3000,35.510996856,128.820579545,365166.675901,325312.093655
0144,밀양울산선,102.4000,35.510792329,128.821652626,365264.458010,325291.195771
0144,밀양울산선,102.5000,35.510572538,128.822721282,365361.870415,325268.597636
0144,밀양울산선,102.6000,35.510328511,128.823782046,365458.617127,325243.297958
0144,밀양울산선,102.7000,35.510076772,128.824840081,365555.132663,325217.139001
0144,밀양울산선,102.8000,35.509820548,128.825896527,365651.513814,325190.480535
0144,밀양울산선,102.9000,35.509564314,128.826952966,365747.894964,325163.822069
0144,밀양울산선,103.0000,35.509306285,128.828008745,365844.220578,325136.964321
0144,밀양울산선,103.1000,35.509031350,128.829058071,365939.996106,325108.220684
0144,밀양울산선,103.2000,35.508752301,128.830105817,366035.637390,325079.018889
0144,밀양울산선,103.3000,35.508473243,128.831153555,366131.278674,325049.817094
0144,밀양울산선,103.4000,35.508208372,128.832189843,366225.852429,325022.171280
0144,밀양울산선,103.5000,35.507913295,128.833230987,366320.929798,324991.182672
0144,밀양울산선,103.6000,35.507618209,128.834272124,366416.007168,324960.194064
0144,밀양울산선,103.7000,35.507323114,128.835313252,366511.084537,324929.205456
0144,밀양울산선,103.8000,35.507028010,128.836354373,366606.161906,324898.216848
0144,밀양울산선,103.9000,35.506723770,128.837374108,366699.318413,324866.179231
0144,밀양울산선,104.0000,35.506415279,128.838409399,366793.895939,324833.697057
0144,밀양울산선,104.1000,35.506093973,128.839438694,366887.956643,324799.783838
0144,밀양울산선,104.2000,35.505758957,128.840461572,366981.464260,324764.339154
0144,밀양울산선,104.3000,35.505419514,128.841482239,367074.781241,324728.400551
0144,밀양울산선,104.4000,35.505083436,128.842504559,367168.241938,324692.839075
0144,밀양울산선,104.5000,35.504774255,128.843539519,367262.794611,324660.284628
0144,밀양울산선,104.6000,35.504464781,128.844574344,367357.336379,324627.698555
0144,밀양울산선,104.7000,35.504154817,128.845608945,367451.859552,324595.058552
0144,밀양울산선,104.8000,35.503844844,128.846643537,367546.382725,324562.418548
0144,밀양울산선,104.9000,35.503523941,128.847672959,367640.460139,324528.557928
0144,밀양울산선,105.0000,35.503184284,128.848693510,367733.772392,324492.602074
0144,밀양울산선,105.1000,35.502844620,128.849714052,367827.084645,324456.646220
0144,밀양울산선,105.2000,35.502499565,128.850731838,367920.158891,324420.088579
0144,밀양울산선,105.3000,35.502145205,128.851744870,368012.821893,324382.491133
0144,밀양울산선,105.4000,35.501790837,128.852757893,368105.484896,324344.893686
0144,밀양울산선,105.5000,35.501436461,128.853770907,368198.147898,324307.296239
0144,밀양울산선,105.6000,35.501082076,128.854783912,368290.810900,324269.698792
0144,밀양울산선,105.7000,35.500727683,128.855796907,368383.473902,324232.101345
0144,밀양울산선,105.8000,35.500373282,128.856809893,368476.136905,324194.503898
0144,밀양울산선,105.9000,35.500018872,128.857822870,368568.799907,324156.906451
0144,밀양울산선,106.0000,35.499664454,128.858835838,368661.462909,324119.309004
0144,밀양울산선,106.1000,35.499310028,128.859848796,368754.125911,324081.711558
0144,밀양울산선,106.2000,35.498955594,128.860861745,368846.788914,324044.114111
0144,밀양울산선,106.3000,35.498601152,128.861874685,368939.451916,324006.516664
0144,밀양울산선,106.4000,35.498246701,128.862887616,369032.114918,323968.919217
0144,밀양울산선,106.5000,35.497892242,128.863900538,369124.777920,323931.321770
0144,밀양울산선,106.6000,35.497537774,128.864913450,369217.440923,323893.724323
0144,밀양울산선,106.7000,35.497183299,128.865926353,369310.103925,323856.126876
0144,밀양울산선,106.8000,35.496828815,128.866939247,369402.766927,323818.529429
0144,밀양울산선,106.9000,35.496474323,128.867952132,369495.429929,323780.931983
0144,밀양울산선,107.0000,35.496119822,128.868965007,369588.092932,323743.334536
0144,밀양울산선,107.1000,35.495765314,128.869977873,369680.755934,323705.737089
0144,밀양울산선,107.2000,35.495410797,128.870990730,369773.418936,323668.139642
0144,밀양울산선,107.3000,35.495056272,128.872003578,369866.081939,323630.542195
0144,밀양울산선,107.4000,35.494701738,128.873016417,369958.744941,323592.944748
0144,밀양울산선,107.5000,35.494347197,128.874029246,370051.407943,323555.347301
0144,밀양울산선,107.6000,35.493992647,128.875042066,370144.070945,323517.749854
0144,밀양울산선,107.7000,35.493638089,128.876054877,370236.733948,323480.152408
0144,밀양울산선,107.8000,35.493283522,128.877067679,370329.396950,323442.554961
0144,밀양울산선,107.9000,35.492931895,128.878081979,370422.190583,323405.287162
0144,밀양울산선,108.0000,35.492604990,128.879108434,370516.035809,323370.784787
0144,밀양울산선,108.1000,35.492317034,128.880152153,370611.366256,323340.635297
0144,밀양울산선,108.2000,35.492070737,128.881211720,370708.047530,323315.137145
0144,밀양울산선,108.3000,35.491861515,128.882283148,370805.727332,323293.774670
0144,밀양울산선,108.4000,35.491698018,128.883366402,370904.384011,323277.507930
0144,밀양울산선,108.5000,35.491572179,128.884457130,371003.639589,323265.434038
0144,밀양울산선,108.6000,35.491490023,128.885554036,371103.363597,323258.219380
0144,밀양울산선,108.7000,35.491448853,128.886654403,371203.314916,323255.560124
0144,밀양울산선,108.8000,35.491448644,128.887755895,371303.281454,323257.449203
0144,밀양울산선,108.9000,35.491492812,128.888856082,371403.035312,323264.261784
0144,밀양울산선,109.0000,35.491576250,128.889952846,371502.394911,323275.427214
0144,밀양울산선,109.1000,35.491700995,128.891043740,371601.133778,323291.167432
0144,밀양울산선,109.2000,35.491870024,128.892125697,371698.966981,323311.807294
0144,밀양울산선,109.3000,35.492077549,128.893197572,371795.802851,323336.702521
0144,밀양울산선,109.4000,35.492324632,128.894256851,371891.410739,323365.966659
0144,밀양울산선,109.5000,35.492615229,128.895299501,371985.416201,323400.031617
0144,밀양울산선,109.6000,35.492942797,128.896325608,372077.840736,323438.171319
0144,밀양울산선,109.7000,35.493295424,128.897339376,372169.091259,323479.071369
0144,밀양울산선,109.8000,35.493651240,128.898351512,372260.186132,323520.323327
0144,밀양울산선,109.9000,35.494007048,128.899363658,372351.281006,323561.575285
0144,밀양울산선,110.0000,35.494362846,128.900375812,372442.375879,323602.827242
0144,밀양울산선,110.1000,35.494718635,128.901387974,372533.470753,323644.079200
0144,밀양울산선,110.2000,35.495074416,128.902400145,372624.565626,323685.331158
0144,밀양울산선,110.3000,35.495430188,128.903412325,372715.660500,323726.583115
0144,밀양울산선,110.4000,35.495785951,128.904424513,372806.755374,323767.835073
0144,밀양울산선,110.5000,35.496141706,128.905436710,372897.850247,323809.087031
0144,밀양울산선,110.6000,35.496497451,128.906448915,372988.945121,323850.338988
0144,밀양울산선,110.7000,35.496853188,128.907461130,373080.039994,323891.590946
0144,밀양울산선,110.8000,35.497208916,128.908473352,373171.134868,323932.842904
0144,밀양울산선,110.9000,35.497564635,128.909485584,373262.229741,323974.094861
0144,밀양울산선,111.0000,35.497920346,128.910497823,373353.324615,324015.346819
0144,밀양울산선,111.1000,35.498276047,128.911510072,373444.419488,324056.598777
0144,밀양울산선,111.2000,35.498631740,128.912522329,373535.514362,324097.850735
0144,밀양울산선,111.3000,35.498987424,128.913534595,373626.609236,324139.102692
0144,밀양울산선,111.4000,35.499343099,128.914546869,373717.704109,324180.354650
0144,밀양울산선,111.5000,35.499698766,128.915559152,373808.798983,324221.606608
0144,밀양울산선,111.6000,35.500054423,128.916571444,373899.893856,324262.858565
0144,밀양울산선,111.7000,35.500410072,128.917583744,373990.988730,324304.110523
0144,밀양울산선,111.8000,35.500765712,128.918596053,374082.083603,324345.362481
0144,밀양울산선,111.9000,35.501121344,128.919608370,374173.178440,324386.614521
0144,밀양울산선,112.0000,35.501476968,128.920620695,374264.273216,324427.866693
0144,밀양울산선,112.1000,35.501832584,128.921633028,374355.367992,324469.118865
0144,밀양울산선,112.2000,35.502188191,128.922645370,374446.462765,324510.371045
0144,밀양울산선,112.3000,35.502543789,128.923657721,374537.557525,324551.623255
0144,밀양울산선,112.4000,35.502899379,128.924670080,374628.652272,324592.875490
0144,밀양울산선,112.5000,35.503254960,128.925682448,374719.747019,324634.127729
0144,밀양울산선,112.6000,35.503610532,128.926694824,374810.841745,324675.380012
0144,밀양울산선,112.7000,35.503966096,128.927707209,374901.936469,324716.632300
0144,밀양울산선,112.8000,35.504321651,128.928719602,374993.031193,324757.884589
0144,밀양울산선,112.9000,35.504677197,128.929732004,375084.125916,324799.136877
0144,밀양울산선,113.0000,35.505025663,128.930748078,375175.568426,324839.610934
0144,밀양울산선,113.1000,35.505358598,128.931771895,375267.746522,324878.376251
0144,밀양울산선,113.2000,35.505670209,128.932805689,375360.875601,324914.793969
0144,밀양울산선,113.3000,35.505971597,128.933843933,375454.429947,324950.086126
0144,밀양울산선,113.4000,35.506253268,128.934890546,375548.785980,324983.206197
0144,밀양울산선,113.5000,35.506516325,128.935944253,375643.825574,325014.274389
0144,밀양울산선,113.6000,35.506768358,128.937002073,375739.261805,325044.127571
0144,밀양울산선,113.7000,35.506994690,128.938068593,375835.542889,325071.145212
0144,밀양울산선,113.8000,35.507207709,128.939139063,375932.211001,325096.693651
0144,밀양울산선,113.9000,35.507406004,128.940213903,376029.307206,325120.617009
0144,밀양울산선,114.0000,35.507579617,128.941295049,376127.029130,325141.813710
0144,밀양울산선,114.1000,35.507741900,128.942378776,376225.009533,325161.758759
0144,밀양울산선,114.2000,35.507883550,128.943466936,376323.436997,325179.423252
0144,밀양울산선,114.3000,35.508005978,128.944558455,376422.211000,325194.961712
0144,밀양울산선,114.4000,35.508116987,128.945651888,376521.183273,325209.237545
0144,밀양울산선,114.5000,35.508201412,128.946748906,376620.538980,325220.570836
0144,밀양울산선,114.6000,35.508272257,128.947847221,376720.041856,325230.400681
0144,밀양울산선,114.7000,35.508327920,128.948946984,376819.709300,325238.549337
0144,밀양울산선,114.8000,35.508357675,128.950048184,376919.563837,325243.826759
0144,밀양울산선,114.9000,35.508378410,128.951149670,377019.464134,325248.104763
0144,밀양울산선,115.0000,35.508373671,128.952251522,377119.453577,325249.557762
0144,밀양울산선,115.1000,35.508354599,128.953352983,377219.439069,325249.420594
0144,밀양울산선,115.2000,35.508319189,128.954453998,377319.420056,325247.470664
0144,밀양울산선,115.3000,35.508282264,128.955554937,377419.397601,325245.353626
0144,밀양울산선,115.4000,35.508253336,128.956656128,377519.380534,325244.125604
0144,밀양울산선,115.5000,35.508242647,128.957757914,377619.377349,325244.923698
0144,밀양울산선,115.6000,35.508256388,128.958859587,377719.310164,325248.433845
0144,밀양울산선,115.7000,35.508281729,128.959960898,377819.184441,325253.231654
0144,밀양울산선,115.8000,35.508328661,128.961061264,377918.925397,325260.424815
0144,밀양울산선,115.9000,35.508395259,128.962159981,378018.473118,325269.798529
0144,밀양울산선,116.0000,35.508473613,128.963257633,378117.898058,325280.475982
0144,밀양울산선,116.1000,35.508579370,128.964351879,378216.953305,325294.189403
0144,밀양울산선,116.2000,35.508698776,128.965443876,378315.773958,325309.414490
0144,밀양울산선,116.3000,35.508833787,128.966533301,378414.326428,325326.367683
0144,밀양울산선,116.4000,35.508994014,128.967617534,378512.351728,325346.110873
0144,밀양울산선,116.5000,35.509165819,128.968699067,378610.105931,325367.135135
0144,밀양울산선,116.6000,35.509358881,128.969775344,378707.335698,325390.509747
0144,밀양울산선,116.7000,35.509571045,128.970846094,378804.021219,325415.995336
0144,밀양울산선,116.8000,35.509794667,128.971913454,378900.373124,325442.747213
0144,밀양울산선,116.9000,35.510044950,128.972971962,378995.862251,325472.442779
0144,밀양울산선,117.0000,35.510308320,128.974025560,379090.876076,325503.582785
0144,밀양울산선,117.1000,35.510586822,128.975073479,379185.340425,325536.392642
0144,밀양울산선,117.2000,35.510889432,128.976111280,379278.832480,325571.860468
0144,밀양울산선,117.3000,35.511203106,128.977144111,379371.848285,325608.548042
0144,밀양울산선,117.4000,35.511537127,128.978167482,379463.959668,325647.477377
0144,밀양울산선,117.5000,35.511889183,128.979181630,379555.193298,325688.392167
0144,밀양울산선,117.6000,35.512252090,128.980190151,379645.891405,325730.501935
0144,밀양울산선,117.7000,35.512640197,128.981184580,379735.253881,325775.383420
0144,밀양울산선,117.8000,35.513040487,128.982171598,379823.915964,325821.604239
0144,밀양울산선,117.9000,35.513455022,128.983149951,379911.759138,325869.391025
0144,밀양울산선,118.0000,35.513892781,128.984112971,379998.158256,325919.727883
0144,밀양울산선,118.1000,35.514338023,128.985070844,380084.072857,325970.886643
0144,밀양울산선,118.2000,35.514807003,128.986011718,380168.391087,326024.649420
0144,밀양울산선,118.3000,35.515287014,128.986944042,380251.907799,326079.621571
0144,밀양울산선,118.4000,35.515782862,128.987864087,380334.274114,326136.329509
0144,밀양울산선,118.5000,35.516296713,128.988769058,380415.231432,326195.008486
0144,밀양울산선,118.6000,35.516818811,128.989667127,380495.543005,326254.590792
0144,밀양울산선,118.7000,35.517353287,128.990554233,380574.831160,326315.527407
0144,밀양울산선,118.8000,35.517888262,128.991440903,380654.077533,326376.519310
0144,밀양울산선,118.9000,35.518423229,128.992327584,380733.323898,326437.511226
0144,밀양울산선,119.0000,35.518958190,128.993214277,380812.570262,326498.503141
0144,밀양울산선,119.1000,35.519493144,128.994100982,380891.816626,326559.495057
0144,밀양울산선,119.2000,35.520028091,128.994987698,380971.062990,326620.486972
0144,밀양울산선,119.3000,35.520563031,128.995874426,381050.309355,326681.478888
0144,밀양울산선,119.4000,35.521097964,128.996761165,381129.555712,326742.470812
0144,밀양울산선,119.5000,35.521632892,128.997647915,381208.801954,326803.462886
0144,밀양울산선,119.6000,35.522167812,128.998534677,381288.048196,326864.454960
0144,밀양울산선,119.7000,35.522702726,128.999421450,381367.294438,326925.447034
0144,밀양울산선,119.8000,35.523237633,129.000308234,381446.540681,326986.439108
0144,밀양울산선,119.9000,35.523772532,129.001195031,381525.786923,327047.431183
0144,밀양울산선,120.0000,35.524307425,129.002081839,381605.033165,327108.423257
0144,밀양울산선,120.1000,35.524842311,129.002968658,381684.279407,327169.415331
0144,밀양울산선,120.2000,35.525375374,129.003857099,381763.675725,327230.208843
0144,밀양울산선,120.3000,35.525897479,129.004755253,381843.976961,327289.805081
0144,밀양울산선,120.4000,35.526408021,129.005663104,381925.182839,327348.136734
0144,밀양울산선,120.5000,35.526904103,129.006583077,382007.520119,327404.886820
0144,밀양울산선,120.6000,35.527380310,129.007518489,382091.301792,327459.460743
0144,밀양울산선,120.7000,35.527848441,129.008460099,382175.663015,327513.150777
0144,밀양울산선,120.8000,35.528290688,129.009420291,382261.767527,327564.003634
0144,밀양울산선,120.9000,35.528723207,129.010386922,382348.477182,327613.789655
0144,밀양울산선,121.0000,35.529137704,129.011365475,382436.308266,327661.598657
0144,밀양울산선,121.1000,35.529533763,129.012355224,382525.195829,327707.383202
0144,밀양울산선,121.2000,35.529920000,129.013350939,382614.645928,327752.089799
0144,밀양울산선,121.3000,35.530278816,129.014361861,382705.536970,327793.782578
0144,밀양울산선,121.4000,35.530628838,129.015377284,382796.855365,327834.508666
0144,밀양울산선,121.5000,35.530957179,129.016403629,382889.213023,327872.850068
0144,밀양울산선,121.6000,35.531268998,129.017437483,382982.288607,327909.372887
0144,밀양울산선,121.7000,35.531567765,129.018477269,383075.931247,327944.459294
0144,밀양울산선,121.8000,35.531840767,129.019527522,383170.581237,327976.706955
0144,밀양울산선,121.9000,35.532104668,129.020581241,383265.565815,328007.952127
0144,밀양울산선,122.0000,35.532343233,129.021644061,383361.432961,328036.403672
0144,밀양울산선,122.1000,35.532567590,129.022711331,383457.735582,328063.287844
0144,밀양울산선,122.2000,35.532775592,129.023783723,383554.539525,328088.367649
0144,밀양울산선,122.3000,35.532959965,129.024862443,383651.970987,328110.838097
0144,밀양울산선,122.4000,35.533135010,129.025943568,383749.641355,328132.279016
0144,밀양울산선,122.5000,35.533281168,129.027031141,383847.962249,328150.527357
0144,밀양울산선,122.6000,35.533415742,129.028120792,383946.497686,328167.495263
0144,밀양울산선,122.7000,35.533530686,129.029213961,384045.396873,328182.292249
0144,밀양울산선,122.8000,35.533624529,129.030309994,384144.603760,328194.754140
0144,밀양울산선,122.9000,35.533708116,129.031407418,384243.960126,328206.081646
0144,밀양울산선,123.0000,35.533761038,129.032507677,384343.643638,328214.012599
0144,밀양울산선,123.1000,35.533804438,129.033608441,384443.394653,328220.888772
0144,밀양울산선,123.2000,35.533825054,129.034710332,384543.299944,328225.239961
0144,밀양울산선,123.3000,35.533827402,129.035812342,384643.257980,328227.565069
0144,밀양울산선,123.4000,35.533816472,129.036914439,384743.254343,328228.417964
0144,밀양울산선,123.5000,35.533777761,129.038015527,384843.223047,328226.187235
0144,밀양울산선,123.6000,35.533729532,129.039116022,384943.159839,328222.900167
0144,밀양울산선,123.7000,35.533655595,129.040214478,385042.971006,328216.757618
0144,밀양울산선,123.8000,35.533566426,129.041311070,385142.648217,328208.922146
0144,밀양울산선,123.9000,35.533461098,129.042405683,385242.183343,328199.291014
0144,밀양울산선,124.0000,35.533331164,129.043496215,385341.405170,328186.922570
0144,밀양울산선,124.1000,35.533191799,129.044585059,385440.495959,328173.505452
0144,밀양울산선,124.2000,35.533024125,129.045667967,385539.113804,328156.936787
0144,밀양울산선,124.3000,35.532844361,129.046747800,385637.481123,328139.021612
0144,밀양울산선,124.4000,35.532645799,129.047822856,385735.458851,328119.012495
0144,밀양울산선,124.5000,35.532425991,129.048891556,385832.909517,328096.634733
0144,밀양울산선,124.6000,35.532196785,129.049957442,385930.127139,328073.209664
0144,밀양울산선,124.7000,35.531952428,129.051018274,386026.921905,328048.094740
0144,밀양울산선,124.8000,35.531707992,129.052079076,386123.714733,328022.972071
0144,밀양울산선,124.9000,35.531463546,129.053139871,386220.507561,327997.849401
0144,밀양울산선,125.0000,35.531219092,129.054200659,386317.300388,327972.726731
0144,밀양울산선,125.1000,35.530974629,129.055261441,386414.093216,327947.604061
0144,밀양울산선,125.2000,35.530730156,129.056322215,386510.886043,327922.481391
0144,밀양울산선,125.3000,35.530485675,129.057382983,386607.678871,327897.358722
0144,밀양울산선,125.4000,35.530241184,129.058443743,386704.471698,327872.236052
0144,밀양울산선,125.5000,35.529996684,129.059504497,386801.264526,327847.113382
0144,밀양울산선,125.6000,35.529752175,129.060565244,386898.057353,327821.990712
0144,밀양울산선,125.7000,35.529507657,129.061625985,386994.850181,327796.868042
0144,밀양울산선,125.8000,35.529263130,129.062686718,387091.643008,327771.745373
0144,밀양울산선,125.9000,35.529018593,129.063747444,387188.435836,327746.622703
0144,밀양울산선,126.0000,35.528774048,129.064808164,387285.228663,327721.500033
0144,밀양울산선,126.1000,35.528529493,129.065868876,387382.021491,327696.377363
0144,밀양울산선,126.2000,35.528284929,129.066929582,387478.814318,327671.254693
0144,밀양울산선,126.3000,35.528040356,129.067990281,387575.607146,327646.132024
0144,밀양울산선,126.4000,35.527795774,129.069050973,387672.399974,327621.009354
0144,밀양울산선,126.5000,35.527551183,129.070111658,387769.192801,327595.886684
0144,밀양울산선,126.6000,35.527306583,129.071172336,387865.985629,327570.764014
0144,밀양울산선,126.7000,35.527061973,129.072233008,387962.778456,327545.641344
0144,밀양울산선,126.8000,35.526817355,129.073293672,388059.571284,327520.518675
0144,밀양울산선,126.9000,35.526566557,129.074352139,388156.179756,327494.707065
0144,밀양울산선,127.0000,35.526301913,129.075405474,388252.355721,327467.350199
0144,밀양울산선,127.1000,35.526017279,129.076451067,388347.876618,327437.761125
0144,밀양울산선,127.2000,35.525706316,129.077485345,388442.433367,327405.229475
0144,밀양울산선,127.3000,35.525376738,129.078510898,388536.242821,327370.616418
0144,밀양울산선,127.4000,35.525026430,129.079526107,388629.163180,327333.683986
0144,밀양울산선,127.5000,35.524660629,129.080533183,388721.382836,327295.017645
0144,밀양울산선,127.6000,35.524288799,129.081536971,388813.319224,327255.676820
0144,밀양울산선,127.7000,35.523916960,129.082540750,388905.255603,327216.335973
0144,밀양울산선,127.8000,35.523545114,129.083544520,388997.191982,327176.995126
0144,밀양울산선,127.9000,35.523191154,129.084540042,389088.339069,327139.624292
0144,밀양울산선,128.0000,35.522819291,129.085543792,389180.275428,327100.283399
0144,밀양울산선,128.1000,35.522447420,129.086547533,389272.211787,327060.942505
0144,밀양울산선,128.2000,35.522071143,129.087548771,389363.932384,327021.108766
0144,밀양울산선,128.3000,35.521667983,129.088534108,389454.274345,326978.262058
0144,밀양울산선,128.4000,35.521220939,129.089490687,389542.111397,326930.490932
0144,밀양울산선,128.5000,35.520739433,129.090421904,389627.729553,326878.847404
0144,밀양울산선,128.6000,35.520216522,129.091319081,389710.357814,326822.544222
0144,밀양울산선,128.7000,35.519677345,129.092201902,389791.723053,326764.409054
0144,밀양울산선,128.8000,35.519170573,129.093112810,389875.561197,326709.924864
0144,밀양울산선,128.9000,35.518697833,129.094050688,389961.767134,326659.269985
0144,밀양울산선,129.0000,35.518267562,129.095018644,390050.602894,326613.386918
0144,밀양울산선,129.1000,35.517874009,129.096009712,390141.449868,326571.624061
0144,밀양울산선,129.2000,35.517524491,129.097025142,390234.404028,326534.795898
0144,밀양울산선,129.3000,35.517214083,129.098059431,390328.977844,326502.345254
0144,밀양울산선,129.4000,35.516948774,129.099112288,390425.130483,326474.936209
0144,밀양울산선,129.5000,35.516724632,129.100179397,390522.479456,326452.124274
0144,밀양울산선,129.6000,35.516526421,129.101254294,390620.474323,326432.206143
0144,밀양울산선,129.7000,35.516329800,129.102329640,390718.506674,326412.466382
0144,밀양울산선,129.8000,35.516133169,129.103404980,390816.539025,326392.726622
0144,밀양울산선,129.9000,35.515936530,129.104480315,390914.571376,326372.986861
0144,밀양울산선,130.0000,35.515739881,129.105555644,391012.603727,326353.247100
0144,밀양울산선,130.1000,35.515543222,129.106630967,391110.636078,326333.507340
0144,밀양울산선,130.2000,35.515346554,129.107706285,391208.668429,326313.767579
0144,밀양울산선,130.3000,35.515149876,129.108781597,391306.700780,326294.027818
0144,밀양울산선,130.4000,35.514953190,129.109856903,391404.733131,326274.288058
0144,밀양울산선,130.5000,35.514756493,129.110932203,391502.765482,326254.548297
0144,밀양울산선,130.6000,35.514559788,129.112007498,391600.797833,326234.808536
0144,밀양울산선,130.7000,35.514363072,129.113082787,391698.830184,326215.068776
0144,밀양울산선,130.8000,35.514166348,129.114158070,391796.862535,326195.329015
0144,밀양울산선,130.9000,35.513969614,129.115233347,391894.894886,326175.589254
0144,밀양울산선,131.0000,35.513772870,129.116308619,391992.927237,326155.849494
0144,밀양울산선,131.1000,35.513576118,129.117383885,392090.959588,326136.109733
0144,밀양울산선,131.2000,35.513379355,129.118459146,392188.991939,326116.369972
0144,밀양울산선,131.3000,35.513182584,129.119534400,392287.024291,326096.630211
0144,밀양울산선,131.4000,35.512985803,129.120609649,392385.056642,326076.890451
0144,밀양울산선,131.5000,35.512789012,129.121684892,392483.088993,326057.150690
0144,밀양울산선,131.6000,35.512592212,129.122760130,392581.121344,326037.410929
0144,밀양울산선,131.7000,35.512395403,129.123835361,392679.153695,326017.671169
0144,밀양울산선,131.8000,35.512199735,129.124910890,392777.210739,325998.059657
0144,밀양울산선,131.9000,35.512024702,129.125991619,392875.690827,325980.749392
0144,밀양울산선,132.0000,35.511884319,129.127079846,392974.768614,325967.300223
0144,밀양울산선,132.1000,35.511778797,129.128173936,393074.295386,325957.732193
0144,밀양울산선,132.2000,35.511708292,129.129272251,393174.121778,325952.059695
0144,밀양울산선,132.3000,35.511672914,129.130373143,393274.097986,325950.291455
0144,밀양울산선,132.4000,35.511676712,129.131474876,393374.056664,325952.873593
0144,밀양울산선,132.5000,35.511715837,129.132575552,393473.834626,325959.375216
0144,밀양울산선,132.6000,35.511789973,129.133673519,393573.282634,325969.757962
0144,밀양울산선,132.7000,35.511887470,129.134768856,393672.435723,325982.729139
0144,밀양울산선,132.8000,35.511988152,129.135863786,393771.543975,325996.054099
0144,밀양울산선,132.9000,35.512088824,129.136958718,393870.652226,326009.379058
0144,밀양울산선,133.0000,35.512189486,129.138053653,393969.760477,326022.704018
0144,밀양울산선,133.1000,35.512275192,129.139134005,394067.581385,326034.341715
0144,밀양울산선,133.2000,35.512352361,129.140231676,394166.994171,326045.067074
0144,밀양울산선,133.3000,35.512385215,129.141332573,394266.806177,326050.882139
0144,밀양울산선,133.4000,35.512375355,129.142434194,394366.786988,326051.959544
0144,밀양울산선,133.5000,35.512317655,129.143533584,394466.680753,326047.724553
0144,밀양울산선,133.6000,35.512217930,129.144628497,394566.269893,326038.818085
0144,밀양울산선,133.7000,35.512070808,129.145715351,394665.242546,326024.636855
0144,밀양울산선,133.8000,35.511882214,129.146792614,394763.445537,326005.835451
0144,밀양울산선,133.9000,35.511647139,129.147856077,394860.509242,325981.849532
0144,밀양울산선,134.0000,35.511371561,129.148904926,394956.345450,325953.340937
0144,밀양울산선,134.1000,35.511050715,129.149934294,395050.524245,325919.771209
0144,밀양울산선,134.2000,35.510690413,129.150943968,395143.012257,325881.784698
0144,밀양울산선,134.3000,35.510288332,129.151929719,395233.431595,325839.115280
0144,밀양울산선,134.4000,35.509852708,129.152894093,395321.993380,325792.681958
0144,밀양울산선,134.5000,35.509409776,129.153853517,395410.124675,325745.428654
0144,밀양울산선,134.6000,35.508966836,129.154812931,395498.255971,325698.175350
0144,밀양울산선,134.7000,35.508523889,129.155772333,395586.387266,325650.922045
0144,밀양울산선,134.8000,35.508080935,129.156731725,395674.518562,325603.668741
0144,밀양울산선,134.9000,35.507637974,129.157691106,395762.649842,325556.415408
0144,밀양울산선,135.0000,35.507195004,129.158650475,395850.781078,325509.161994
0144,밀양울산선,135.1000,35.506752027,129.159609834,395938.912314,325461.908579
0144,밀양울산선,135.2000,35.506309043,129.160569181,396027.043551,325414.655164
0144,밀양울산선,135.3000,35.505866052,129.161528518,396115.174787,325367.401750
0144,밀양울산선,135.4000,35.505423053,129.162487844,396203.306023,325320.148335
0144,밀양울산선,135.5000,35.504980047,129.163447160,396291.437259,325272.894920
0144,밀양울산선,135.6000,35.504544428,129.164411474,396380.005086,325226.472132
0144,밀양울산선,135.7000,35.504120992,129.165383778,396469.269280,325181.418056
0144,밀양울산선,135.8000,35.503717179,129.166368608,396559.623165,325138.567438
0144,밀양울산선,135.9000,35.503338373,129.167368145,396651.251648,325098.522266
0144,밀양울산선,136.0000,35.502978127,129.168377772,396743.751358,325060.557882
0144,밀양울산선,136.1000,35.502636585,129.169397081,396837.084772,325024.689380
0144,밀양울산선,136.2000,35.502313887,129.170425660,396931.214280,324990.931643
0144,밀양울산선,136.3000,35.502018787,129.171466559,397026.395061,324960.262134
0144,밀양울산선,136.4000,35.501733373,129.172511452,397121.915312,324930.676493
0144,밀양울산선,136.5000,35.501452245,129.173558109,397217.585955,324901.571027
0144,밀양울산선,136.6000,35.501171107,129.174604759,397313.256587,324872.465525
