VDS 코드,,
VDS_ID,GRS80X좌표값,GRS80Y좌표값
,161059.680249,303677.821192
,161091.584901,303772.625337
,161123.489653,303867.429582
,161155.394305,303962.233726
,161187.298957,304057.037971
,161219.203609,304151.842115
,161251.10826,304246.646359
,161283.012912,304341.450504
,161314.917563,304436.254748
,161346.822214,304531.058893
,161378.995865,304625.771041
,161411.934015,304720.221103
,161444.872164,304814.671164
,161477.810313,304909.121225
,161510.748463,305003.571386
,161543.686612,305098.021447
,161576.624861,305192.471508
,161609.563009,305286.92167
,161642.501158,305381.371731
,161675.439307,305475.821792
,161708.377855,305570.271753
,161741.316404,305664.721714
,161774.255052,305759.171675
,161807.1936,305853.621635
,161840.132249,305948.071596
,161873.070797,306042.521557
,161906.009344,306136.971418
,161938.947992,306231.421379
,161971.87674,306325.87474
,162004.792388,306420.3327
,162037.708035,306514.79066
,162070.623582,306609.248621
,162103.61323,306703.679782
,162138.903974,306797.276282
,162174.194718,306890.872681
,162209.485562,306984.469181
,162247.132905,307077.11232
,162286.849046,307168.918494
,162331.165388,307258.565748
,162376.402531,307347.780917
,162424.169877,307435.605631
,162475.228127,307521.621903
,162532.500096,307603.565691
,162590.996469,307684.707001
,162649.492841,307765.84841
,162709.178519,307846.027644
,162776.305135,307920.188121
,162843.431652,307994.348499
,162910.763569,308068.308581
,162983.260726,308137.228169
,163055.757782,308206.147758
,163128.254938,308275.067346
,163201.942605,308342.699559
,163276.311678,308409.594788
,163350.746251,308476.417117
,163425.265425,308543.145249
,163499.784499,308609.87338
,163574.267873,308676.641411
,163648.705246,308743.460741
,163723.142619,308810.280071
,163797.579992,308877.099301
,163872.081466,308943.847233
,163946.600339,309010.575565
,164021.119213,309077.303997
,164095.638086,309144.032429
,164170.156959,309210.760761
,164244.675833,309277.489194
,164319.197306,309344.214726
,164393.719279,309410.939659
,164468.241252,309477.664591
,164542.763225,309544.389624
,164617.285198,309611.114557
,164691.807171,309677.83949
,164766.329144,309744.564423
,164840.848316,309811.292455
,164915.364389,309878.023988
,164989.880461,309944.755621
,165064.396434,310011.487155
,165138.912506,310078.218688
,165213.428578,310144.950321
,165287.94465,310211.681854
,165362.340321,310278.546785
,165436.391889,310345.793509
,165510.443356,310413.040232
,165584.494924,310480.286856
,165657.749184,310548.397763
,165730.738641,310616.795664
,165803.728099,310685.193665
,165875.98105,310754.368751
,165948.040999,310823.744233
,166019.639545,310893.596905
,166091.23799,310963.449578
,166162.832935,311033.30605
,166234.36278,311103.228921
,166305.892724,311173.151792
,166377.422669,311243.074764
,166448.952613,311312.997635
,166520.482557,311382.920506
,166592.012402,311452.843478
,166663.542346,311522.766349
,166735.07229,311592.689221
,166806.602234,311662.612192
,166878.132177,311732.535064
,166949.662121,311802.457936
,167021.191965,311872.380808
,167092.721908,311942.30378
,167164.251852,312012.226652
,167235.781795,312082.149524
,167307.311738,312152.072496
,167378.841682,312221.995368
,167450.371625,312291.91824
,167521.901468,312361.841113
,167593.38031,312431.816384
,167664.812752,312501.838854
,167736.245194,312571.861225
,167807.677636,312641.883695
,167879.110078,312711.906166
,167950.54262,312781.928637
,168021.975062,312851.951107
,168091.182486,312924.160732
,168158.384096,312998.243317
,168223.230792,313074.398954
,168286.010376,313152.26305
,168346.59965,313231.845404
,168403.979711,313313.769198
,168460.711269,313396.147979
,168514.205717,313480.6707
,168565.066058,313566.795572
,168613.770796,313654.165906
,168659.68323,313743.033391
,168702.609762,313833.374023
,168743.461193,313924.650719
,168781.488625,314017.169167
,168817.879458,314110.324487
,168852.018992,314204.346569
,168885.970827,314298.437049
,168919.922662,314392.527528
,168953.874497,314486.617907
,168987.826331,314580.708386
,169021.778166,314674.798865
,169055.73,314768.889344
,169089.681834,314862.979823
,169123.633668,314957.070202
,169157.585503,315051.160681
,169191.537436,315145.25116
,169225.48927,315239.341639
,169259.476604,315333.419219
,169293.494937,315427.485699
,169327.513271,315521.552079
,169361.531504,315615.618559
,169395.549837,315709.685039
,169429.470271,315803.786817
,169463.372504,315897.895095
,169497.274837,315992.003473
,169531.17707,316086.111851
,169565.089502,316180.216529
,169599.021935,316274.313908
,169632.954468,316368.411386
,169666.8869,316462.508764
,169700.935832,316556.564145
,169735.096764,316650.578827
,169769.175996,316744.623207
,169801.63843,316839.228361
,169831.06327,316934.813265
,169857.059817,317031.371513
,169879.876373,317128.763211
,169902.692829,317226.154908
,169924.288988,317323.824186
,169945.838547,317421.504063
,169967.386107,317519.18444
,169988.929766,317616.865617
,170010.473325,317714.546794
,170032.016884,317812.22797
,170053.560543,317909.909147
,170076.847197,318007.189151
,170100.17365,318104.460056
,170128.221591,318200.458737
,170159.199326,318295.537066
,170192.652957,318389.805736
,170229.350185,318482.85016
,170267.042611,318575.505601
,170304.744738,318668.157042
,170342.471765,318760.798384
,170380.198791,318853.439625
,170417.945117,318946.073067
,170455.719743,319038.695009
,170493.494269,319131.316952
,170531.056895,319224.02499
,170568.535521,319316.767028
,170606.014247,319409.509065
,170641.042375,319503.192261
,170672.015509,319598.304789
,170701.706845,319693.791296
,170726.729891,319790.639628
,170748.814747,319888.160213
,170768.40081,319986.252658
,170787.661475,320084.408397
,170806.250941,320182.694527
,170824.840408,320280.980756
,170843.354575,320379.281184
,170861.852942,320477.584512
,170880.351409,320575.88784
,170898.849775,320674.191167
,170917.326142,320772.498694
,170935.794609,320870.807721
,170954.318475,320969.106249
,170972.921141,321067.389878
,170991.523907,321165.673607
,171010.102373,321263.961836
,171028.647438,321362.256364
,171047.192504,321460.550992
,171065.69877,321558.852819
,171084.204036,321657.154946
,171102.738101,321755.451574
,171121.040168,321853.791298
,171139.435433,321952.113723
,171157.689,322050.462446
,171175.726267,322148.851465
,171191.836041,322247.569455
,171205.192528,322346.696502
,171216.420424,322446.080817
,171226.168927,322545.633409
,171233.067646,322645.419059
,171238.489972,322745.289887
,171242.01621,322845.256387
,171245.542447,322945.222887
,171249.012784,323045.191385
,171252.432722,323145.161583
,171255.84676,323245.131981
,171259.253497,323345.102679
,171262.672735,323445.072877
,171266.155372,323545.040975
,171269.638009,323645.008974
,171275.223734,323744.879003
,171284.27924,323844.496884
,171296.416131,323943.766912
,171311.941106,324042.564891
,171330.63167,324140.80942
,171352.180622,324238.489393
,171374.085574,324336.089172
,171396.538723,324433.56526
,171418.861473,324531.071246
,171441.043423,324628.609529
,171463.102374,324726.17561
,171485.161224,324823.741691
,171507.236475,324921.304073
,171529.312425,325018.866354
,171551.363075,325116.434335
,171573.392925,325214.007016
,171595.548975,325311.550898
,171617.985124,325409.030985
,171640.068073,325506.591367
,171662.174323,325604.146748
,171684.368572,325701.682131
,171706.394822,325799.255511
,171728.331371,325896.84919
,171749.945522,325994.513864
,171771.007775,326092.299928
,171792.070127,326190.086093
,171813.132379,326287.872158
,171831.90654,326386.110786
,171849.523604,326484.574297
,171864.721779,326583.44167
,171878.746758,326682.476624
,171891.574143,326781.676961
,171902.633236,326881.09247
,171913.281431,326980.548773
,171922.031836,327080.194047
,171930.78214,327179.839321
,171939.761643,327279.463999
,171948.832146,327379.080578
,171957.902649,327478.697256
,171966.973151,327578.313835
,171976.043554,327677.930414
,171985.139856,327777.544593
,171994.487757,327877.135575
,172003.891657,327976.721259
,172013.351257,328076.301643
,172022.810857,328175.882027
,172032.445656,328275.445214
,172042.497353,328374.967607
,172052.54895,328474.49
,172062.515947,328574.020891
,172072.414844,328673.558582
,172082.289541,328773.098672
,172092.164239,328872.638761
,172103.30183,328972.04327
,172114.779619,329071.411284
,172126.276408,329170.777099
,172137.956096,329270.121516
,172149.778483,329369.448135
,172162.946564,329468.606374
,172176.796942,329567.666024
,172192.214413,329666.499399
,172208.111181,329765.25568
,172224.466248,329863.938269
,172242.751007,329962.278187
,172261.371465,330060.558511
,172281.544217,330158.522559
,172302.849564,330256.256025
,172326.011606,330353.554721
,172350.309345,330450.587535
,172374.606983,330547.620249
,172399.02362,330644.622965
,172423.914657,330741.505188
,172448.805693,330838.387512
,172473.696729,330935.269735
,172498.106766,331032.27245
,172521.804506,331129.453554
,172542.489055,331227.30601
,172560.701413,331325.651327
,172575.682184,331424.538193
,172588.580164,331523.721728
,172598.465559,331623.259916
,172605.27727,331723.055758
,172609.052999,331823.008455
,172610.011944,331923.024311
,172608.379507,332023.032429
,172603.791091,332122.950004
,172596.716292,332222.718445
,172588.463703,332322.406169
,172580.116614,332422.085892
,172571.752825,332521.764314
,172563.389136,332621.442736
,172555.025347,332721.121158
,172546.661659,332820.799581
,172538.29787,332920.478002
,172529.930081,333020.156124
,172521.554692,333119.833546
,172513.179303,333219.510967
,172504.802713,333319.188289
,172496.425424,333418.86561
,172488.048135,333518.542831
,172479.670846,333618.220152
,172471.293557,333717.897473
,172462.916267,333817.574694
,172454.539078,333917.252015
,172446.161789,334016.929336
,172437.784599,334116.606556
,172429.435609,334216.286277
,172421.093519,334315.966498
,172412.73643,334415.645419
,172404.36904,334515.323539
,172396.082949,334615.00846
,172387.818259,334714.695082
,172381.075356,334814.493225
,172375.842743,334914.358889
,172375.286997,335014.38602
,172374.731251,335114.41315
,172380.568865,335214.247375
,172388.02837,335313.974924
,172400.596149,335413.21095
,172415.290319,335512.130809
,172434.861668,335610.209144
,172456.74861,335707.792915
,172482.21974,335804.521445
,172511.447661,335900.181936
,172544.306176,335994.644587
,172581.970085,336087.311521
,172619.634093,336179.978454
,172657.653602,336272.495593
,172697.68991,336364.162467
,172737.730717,336455.827541
,172777.779724,336547.488915
,172817.828631,336639.15039
,172857.877639,336730.811764
,172897.926646,336822.473238
,172937.975652,336914.134612
,172978.024659,337005.796087
,173018.073566,337097.457561
,173058.122572,337189.118935
,173098.292179,337280.727611
,173139.295685,337371.959702
,173182.500092,337462.149032
,173229.658801,337550.363532
,173280.575817,337636.428001
,173336.887848,337719.045572
,173396.68999,337799.229409
,173460.197152,337876.43512
,173527.374835,337950.495205
,173597.073735,338022.243342
,173668.172446,338092.600008
,173739.504558,338162.72468
,173810.836771,338232.849251
,173882.168883,338302.973923
,173953.153893,338373.449388
,174024.028201,338444.03675
,174094.90251,338514.624012
,174165.776818,338585.211374
,174233.0415,338659.239361
,174298.566371,338734.799913
,174361.827529,338812.273219
,174422.549875,338891.755175
,174480.83131,338973.038784
,174536.937937,339055.834251
,174590.477757,339140.313469
,174641.380371,339226.402039
,174690.38168,339313.606473
,174736.076086,339402.585148
,174779.26949,339492.795578
,174821.618193,339583.417093
,174863.569096,339674.223901
,174905.519899,339765.030609
,174947.470802,339855.837317
,174989.421705,339946.644025
,175031.372608,340037.450733
,175073.32341,340128.25754
,175115.274213,340219.064248
,175157.225115,340309.871056
,175199.175917,340400.677764
,175241.12672,340491.484572
,175283.191122,340582.238682
,175325.326024,340672.960193
,175367.460926,340763.681705
,175411.888228,340853.291856
,175457.009432,340942.565721
,175504.444137,341030.620327
,175552.641543,341118.271447
,175601.32215,341205.655275
,175650.002757,341293.039104
,175698.683764,341380.422733
,175747.36547,341467.805962
,175796.047276,341555.18919
,175844.727783,341642.573019
,175893.408289,341729.956948
,175942.088695,341817.340976
,175990.769101,341904.724905
,176039.449407,341992.108934
,176088.135813,342079.489463
,176136.851818,342166.853692
,176185.567724,342254.217822
,176234.28363,342341.581951
,176283.053435,342428.916082
,176331.82464,342516.249412
,176380.595946,342603.582643
,176429.367251,342690.915973
,176478.138556,342778.249204
,176527.508462,342865.245245
,176577.195668,342952.058793
,176628.671678,343037.813073
,176681.996392,343122.442288
,176737.013511,343205.981835
,176792.16903,343289.430085
,176847.353649,343372.859035
,176902.538368,343456.287985
,176957.722986,343539.716936
,177012.907605,343623.145986
,177068.092124,343706.575036
,177123.276742,343790.003987
,177178.46136,343873.433037
,177233.645979,343956.861987
,177288.534896,344040.482432
,177342.068109,344124.980551
,177394.42552,344210.189749
,177443.685024,344297.235889
,177490.573124,344385.594585
,177534.256622,344475.570824
,177574.986719,344566.931511
,177615.277616,344658.47399
,177650.966216,344751.919489
,177685.560017,344845.765669
,177718.62402,344940.171724
,177751.564122,345034.621076
,177784.395725,345129.108226
,177817.217528,345223.598876
,177850.036231,345318.090426
,177882.854933,345412.582076
,177915.673636,345507.073726
,177948.492238,345601.565376
,177981.31094,345696.057026
,178014.173943,345790.533277
,178047.042845,345885.007528
,178080.207746,345979.378183
,178113.388247,346073.743339
,178150.080344,346166.791056
,178189.02864,346258.898311
,178231.251836,346349.551624
,178277.443033,346438.276608
,178324.173231,346526.706401
,178375.277636,346612.682775
,178428.528646,346697.348689
,178483.349059,346781.017433
,178538.263873,346864.624179
,178593.178687,346948.231024
,178648.093601,347031.83777
,178703.008415,347115.444616
,178758.045429,347198.971064
,178813.116743,347282.474912
,178868.255457,347365.934162
,178923.39427,347449.393412
,178978.533184,347532.852662
,179033.918499,347616.146917
,179090.064615,347698.931887
,179147.429537,347780.86788
,179205.979062,347861.967195
,179266.007293,347941.98004
,179327.551832,348020.831715
,179390.227175,348098.787312
,179454.361027,348175.547839
,179519.704885,348251.277891
,179586.144551,348326.049365
,179653.843224,348399.685265
,179722.872707,348472.075793
,179793.117699,348543.286746
,179864.5063,348613.350524
,179937.076211,348682.189328
,180010.730932,348749.866355
,180085.560764,348816.240709
,180161.328105,348881.548083
,180237.360349,348946.546463
,180313.453994,349011.473345
,180389.530139,349076.420727
,180465.606183,349141.368108
,180541.560226,349206.453487
,180615.262847,349274.082316
,180688.257561,349342.45193
,180758.446952,349413.711884
,180826.256625,349487.238287
,180891.865383,349562.742945
,180954.939827,349640.372152
,181015.594759,349719.90501
,181073.552079,349801.423316
,181129.319892,349884.451579
,181182.331097,349969.273791
,181232.575095,350055.76345
,181281.825492,350142.827191
,181330.969888,350229.95103
,181380.112684,350317.075769
,181429.25518,350404.200708
,181478.397675,350491.325648
,181527.540571,350578.450387
,181576.685167,350665.574026
,181625.830462,350752.697465
,181674.976758,350839.820204
,181724.123753,350926.942643
,181773.270648,351014.064983
,181822.417443,351101.187522
,181871.564238,351188.310061
,181920.710933,351275.432601
,181969.857628,351362.55514
,182019.004322,351449.677679
,182068.151117,351536.800219
,182117.297811,351623.922758
,182166.444505,351711.045297
,182215.5912,351798.167937
,182264.738694,351885.289976
,182313.885188,351972.412715
,182363.031682,352059.535355
,182412.178975,352146.657494
,182460.058067,352234.47941
,182507.319958,352322.638615
,182554.568849,352410.80482
,182601.817939,352498.970924
,182649.06783,352587.136629
,182696.31742,352675.302433
,182743.56681,352763.468338
,182790.8167,352851.634043
,182840.603395,352938.376594
,182891.567491,353024.448567
,182942.680387,353110.432044
,182994.578185,353195.942634
,183047.991986,353280.513654
,183102.664991,353364.277097
,183158.808601,353447.062269
,183216.330715,353528.895667
,183274.05443,353610.587369
,183332.410547,353691.828684
,183391.064166,353772.856404
,183449.717684,353853.884225
,183508.371202,353934.911945
,183567.02472,354015.939766
,183625.678238,354096.967586
,183684.331756,354177.995307
,183742.985273,354259.023128
,183801.638891,354340.050848
,183860.292408,354421.078669
,183918.945926,354502.10639
,183977.599443,354583.134211
,184036.25296,354664.161931
,184094.906577,354745.189752
,184153.560094,354826.217473
,184212.213611,354907.245294
,184270.867128,354988.273015
,184329.520744,355069.300836
,184388.174261,355150.328557
,184446.796677,355231.378778
,184503.882788,355313.510468
,184558.868891,355397.065418
,184611.340587,355482.221321
,184661.438279,355568.795479
,184708.857365,355656.862887
,184753.92255,355746.159853
,184796.439133,355836.698872
,184836.232515,355928.468744
,184873.468999,356021.30537
,184907.787586,356115.257346
,184939.555876,356210.099778
,184968.808771,356305.747068
,184995.185273,356402.231409
,185018.750483,356499.439504
,185039.607801,356597.264556
,185057.516431,356695.672259
,185072.94707,356794.500923
,185087.619813,356893.447676
,185102.292556,356992.394328
,185116.965399,357091.34098
,185131.638142,357190.287732
,185146.310884,357289.234384
,185160.983727,357388.181036
,185175.656369,357487.127788
,185190.329111,357586.074439
,185205.001853,357685.021191
,185219.674496,357783.967843
,185234.347238,357882.914594
,185249.019979,357981.861246
,185263.692621,358080.807897
,185278.598862,358179.719352
,185293.271704,358278.666004
,185307.944445,358377.612655
,185322.617187,358476.559406
,185337.290028,358575.506057
,185351.962769,358674.452708
,185366.635611,358773.399359
,185381.308352,358872.34611
,185395.565195,358971.352154
,185410.177736,359070.307704
,185424.599178,359169.291351
,185439.720817,359268.166009
,185454.767656,359367.054665
,185469.561696,359465.983318
,185484.198037,359564.935168
,185498.719278,359663.904016
,185513.146119,359762.885562
,185527.86566,359861.780514
,185542.189802,359960.777459
,185556.516643,360059.774703
,185570.722885,360158.789146
,185586.254022,360257.59331
,185600.976861,360356.532561
,185615.699601,360455.471811
,185630.631239,360554.379065
,185645.158679,360653.347113
,185659.66142,360752.31876
,185674.18096,360851.288007
,185688.779799,360950.245456
,185703.618738,361049.167208
,185718.468376,361148.08736
,185733.187115,361247.02711
,185747.863854,361345.97306
,185762.484193,361444.927008
,185776.998132,361543.896655
,185791.281573,361642.898298
,185803.681622,361742.154111
,185814.29328,361841.616097
,185822.801049,361941.27875
,185829.407229,362041.086974
,185833.804921,362141.015864
,185836.379525,362241.009327
,185836.703643,362341.035056
,185835.081874,362441.045656
,185831.49432,362541.008028
,185826.085378,362640.888273
,185819.716644,362740.713604
,185813.129711,362840.525032
,185804.886992,362940.193736
,185798.571357,363040.022868
,185792.256422,363139.851999
,185785.888087,363239.67773
,185779.590652,363339.507861
,185773.380816,363439.343394
,185767.166581,363539.178827
,185760.839846,363639.007157
,185754.402811,363738.828487
,185749.070769,363838.712032
,185745.572112,363938.677103
,185744.852037,364038.672116
,185745.81415,364138.692753
,185748.75605,364238.676619
,185753.730237,364338.580116
,185760.928012,364438.346547
,185770.081576,364537.950708
,185781.192129,364637.356999
,185794.283873,364736.522521
,185809.050708,364835.453469
,185825.517937,364934.115445
,185843.585258,365032.498545
,185861.825879,365130.850049
,185880.0665,365229.201552
,185898.30712,365327.553056
,185916.54774,365425.904559
,185934.788361,365524.255962
,185953.009081,365622.611165
,185967.696518,365721.465812
,185986.082637,365819.790218
,185997.553888,365919.136814
,186008.401342,366018.5756
,186019.248795,366118.014286
,186030.096248,366217.453072
,186040.943602,366316.891858
,186045.966988,366416.718954
,186045.928306,366516.744175
,186043.163942,366616.728855
,186037.4771,366716.589992
,186028.712582,366816.226886
,186017.105088,366915.577339
,186002.789517,367014.572654
,185985.77617,367113.140132
,185965.705752,367211.127469
,185942.966261,367308.531469
,185917.548398,367405.270235
,185889.402065,367501.249465
,185858.419764,367596.353859
,185824.832193,367690.56892
,185788.284459,367783.675145
,185749.194257,367875.745239
,185707.994883,367966.892408
,185665.656725,368057.519263
,185623.318467,368148.146018
,185580.969909,368238.767873
,185538.63045,368329.394028
,185496.290892,368420.020283
,185453.951434,368510.646438
,185411.611976,368601.272593
,185369.272718,368691.898848
,185326.93536,368782.526002
,185284.597901,368873.153157
,185242.260643,368963.780311
,185199.923285,369054.407565
,185157.586027,369145.034719
,185115.248769,369235.661974
,185074.831085,369327.14485
,185036.214178,369419.415348
,185001.330323,369513.159291
,184969.592831,369608.014573
,184941.036602,369703.875595
,184915.693438,369800.635759
,184893.591841,369898.187365
,184874.758011,369996.422215
,184859.20385,370095.22951
,184846.102568,370194.380338
,184836.790654,370293.94182
,184831.316609,370393.816157
,184829.07954,370493.81544
,184830.080949,370593.834772
,184834.320338,370693.769252
,184841.792907,370793.513981
,184852.490758,370892.96456
,184868.051887,370991.721016
,184884.659711,371090.353789
,184900.858436,371189.062154
,184917.057061,371287.77052
,184933.255786,371386.478885
,184951.374802,371484.850382
,184969.23732,371583.269274
,184985.798843,371681.916845
,185002.799264,371780.488623
,185018.396091,371879.286979
,185031.974628,371978.382802
,185043.750473,372077.713797
,185053.983526,372177.215468
,185061.963491,372276.923104
,185069.854556,372376.638739
,185077.076225,372476.405163
,185084.526393,372576.154591
,185092.04616,372675.89922
,185099.16983,372775.673542
,185106.406098,372875.440066
,185113.991965,372975.179996
,185122.093929,373074.880033
,185129.996893,373174.595967
,185137.897358,373274.312201
,185146.050921,373374.007639
,185154.329483,373473.692779
,185162.232748,373573.408813
,185170.110112,373673.126746
,185177.43168,373772.884071
,185183.575654,373872.723878
,185190.077026,373972.54059
,185196.681997,374072.350903
,185203.324369,374172.158717
,185210.444137,374271.933139
,185218.015903,374371.674067
,185222.352787,374471.596346
,185224.426986,374571.60239
,185223.582205,374671.611091
,185217.513562,374771.445715
,185206.254561,374870.826066
,185190.710197,374969.624456
,185170.118882,375067.497178
,185144.509518,375164.184432
,185113.611714,375259.310719
,185077.978067,375352.765547
,185037.099788,375444.040812
,184991.961368,375533.292027
,184942.954205,375620.472099
,184889.754309,375705.127826
,184832.763075,375787.318813
,184771.35032,375866.255456
,184705.96914,375941.937763
,184640.138369,376017.247166
,184571.865947,376090.349847
,184501.839863,376161.771114
,184431.409087,376232.799578
,184361.124508,376303.973942
,184291.032425,376375.337108
,184220.537351,376446.301271
,184150.258772,376517.480336
,184080.102391,376588.780901
,184009.701115,376659.839864
,183938.926847,376730.504725
,183868.237278,376801.276386
,183797.783203,376872.282148
,183727.446626,376943.404512
,183657.667837,377015.07148
,183587.552656,377086.411945
,183517.347676,377157.66451
,183446.746205,377228.523971
,183376.008937,377299.248231
,183305.622262,377370.321394
,183235.568579,377441.723159
,183165.515797,377513.125825
,183095.429515,377584.49419
,183024.937742,377655.458751
,182954.679764,377726.659515
,182884.400587,377797.839278
,182813.452125,377868.340836
,182743.124049,377939.472199
,182673.132465,378010.934664
,182603.197581,378082.45283
,182533.372894,378154.078496
,182463.523009,378225.664963
,182396.401266,378299.803052
,182333.072249,378377.225375
,182271.387901,378455.967913
,182212.781698,378537.015081
,182157.341541,378620.26658
,182104.348743,378705.098905
,182054.053102,378791.551659
,182006.727017,378879.663345
,181962.640084,378969.446168
,181921.437612,379060.581525
,181883.393497,379153.084218
,181848.569842,379246.850151
,181816.932048,379341.737523
,181787.982723,379437.475829
,181762.060165,379534.077775
,181739.102475,379631.432858
,181715.541891,379728.645634
,181692.873697,379826.060322
,181669.743709,379923.377703
,181646.995116,380020.785189
,181623.964327,380118.125872
,181600.962637,380215.473254
,181577.916847,380312.809136
,181555.038556,380410.18512
,181532.408062,380507.619908
,181509.542671,380604.999892
,181486.836178,380702.416978
,181463.130595,380799.591951
,181438.541522,380896.548812
,181415.814429,380993.960797
,181393.582731,381091.487589
,181371.292833,381189.00108
,181348.214744,381286.331061
,181324.972456,381383.621539
,181301.991366,381480.97402
,181278.988476,381578.321802
,181255.952786,381675.661882
,181233.101994,381773.045465
,181210.301302,381870.440649
,181187.174213,381967.759128
,181163.902425,382065.042905
,181141.026634,382162.419587
,181118.31334,382259.835371
,181095.415349,382357.207953
,181072.30366,382454.529832
,181049.085871,382551.826509
,181026.241779,382649.211691
,181002.617095,382746.407463
,180979.205109,382843.656937
,180956.447616,382941.05962
,180928.745677,383037.161839
,180896.086995,383131.686194
,180859.563861,383224.796201
,180818.816982,383316.144458
,180773.798963,383405.457166
,180724.39951,383492.432324
,180675.505948,383579.695388
,180623.303939,383665.003715
,180572.054314,383750.900853
,180520.651692,383836.71149
,180469.290769,383922.547126
,180418.076343,384008.470364
,180363.378675,384092.189465
,180300.726148,384170.115289
,180231.867645,384242.631857
,180154.270144,384305.574662
,180071.389385,384361.546737
,179983.278491,384408.807895
,179891.060354,384447.420952
,179795.655471,384477.252423
,179697.954829,384498.652719
,179600.021604,384519.019219
,179502.043683,384539.169719
,179404.287844,384560.369016
,179306.718493,384582.391809
,179210.971126,384611.282582
,179118.05652,384648.210541
,179028.272387,384692.232997
,178942.580615,384743.759961
,178861.728,384802.562147
,178786.469242,384868.408266
,178713.744124,384937.085903
,178640.43162,385005.136936
,178566.118839,385072.068362
,178486.301997,385132.289052
,178401.848286,385185.811921
,178312.066054,385229.871476
,178219.14325,385266.783735
,178124.387931,385298.8177
,178029.087442,385329.12047
,177933.477268,385358.503341
,177839.261724,385392.052605
,177746.694803,385429.916762
,177655.960307,385472.004917
,177567.247136,385518.209273
,177479.279839,385565.827131
,177391.857124,385614.42479
,177303.728033,385661.736447
,177215.741437,385709.317205
,177127.728442,385756.842462
,177039.840342,385804.60632
,176952.229534,385852.871378
,176866.077077,385903.66834
,176781.855861,385957.608809
,176699.881179,386014.914487
,176618.439682,386072.985568
,176539.474119,386134.363763
,176462.756699,386198.542372
,176388.280024,386265.304895
,176315.725105,386334.161432
,176243.276784,386403.131871
,176170.742265,386472.011808
,176098.447841,386541.141147
,176025.99182,386610.103785
,175953.814093,386679.356625
,175881.186477,386748.137361
,175808.464462,386816.819197
,175735.834846,386885.596433
,175663.090332,386954.254069
,175590.686911,387023.269506
,175518.114793,387092.105743
,175445.481177,387160.879679
,175373.595845,387230.435421
,175301.302721,387299.552659
,175228.386012,387368.026893
,175155.439304,387436.470026
,175082.649992,387505.080761
,175009.892179,387573.724996
,174937.793351,387643.060335
,174865.45343,387712.144773
,174792.884313,387780.988209
,174720.1609,387849.668844
,174647.334689,387918.240378
,174574.653875,387986.966012
,174501.753866,388055.459046
,174429.159651,388124.276181
,174357.034525,388193.58482
,174285.125894,388263.11806
,174212.194186,388331.571193
,174137.293925,388397.855412
,174059.494034,388460.718512
,173979.672797,388520.9808
,173897.324829,388577.760575
,173812.812925,388631.266441
,173726.767269,388682.268701
,173638.564686,388729.415357
,173548.985052,388773.898411
,173456.915717,388812.915067
,173363.328748,388848.208327
,173268.433943,388879.820393
,173172.489295,388908.082667
,173075.592105,388932.895952
,172977.768081,388953.717751
,172879.118328,388970.176068
,172779.983725,388983.474801
,172680.64795,388995.017043
,172580.983022,389003.520702
,172481.402381,389012.907656
,172381.696561,389020.935518
,172282.016136,389029.267678
,172182.34641,389037.716738
,172082.720775,389046.685894
,171983.098141,389055.673651
,171883.423715,389064.075411
,171783.789383,389072.933168
,171684.122556,389081.410128
,171584.691194,389092.172275
,171485.566491,389105.565708
,171387.022028,389122.706424
,171288.830835,389141.754731
,171191.332587,389164.111325
,171094.049625,389187.360516
,170996.52918,389209.62011
,170899.008734,389231.879705
,170801.488289,389254.139299
,170703.967743,389276.398894
,170606.447298,389298.658588
,170509.177138,389321.81788
,170412.671226,389348.113362
,170316.931469,389377.086735
,170221.279207,389406.350708
,170125.626945,389435.614581
,170029.974684,389464.878454
,169934.322422,389494.142327
,169838.67016,389523.4062
,169743.017899,389552.670073
,169647.365738,389581.934046
,169551.713377,389611.197819
,169456.061116,389640.461692
,169360.408855,389669.725665
,169264.756594,389698.989539
,169169.104433,389728.253512
,169073.452172,389757.517385
,168977.799812,389786.781258
,168882.151351,389816.057332
,168786.798774,389846.276803
,168692.605439,389879.911367
,168600.545208,389918.994024
,168511.106574,389963.752079
,168424.639138,390014.01064
,168341.4806,390069.573312
,168261.956062,390130.223001
,168186.376123,390195.722715
,168115.036287,390265.816658
,168048.213955,390340.229838
,167985.940433,390418.495258
,167926.749856,390499.077207
,167868.518661,390580.408965
,167810.302665,390661.751623
,167752.08657,390743.09418
,167693.870575,390824.436838
,167635.654579,390905.779496
,167577.438584,390987.122153
,167519.222489,391068.464811
,167461.006494,391149.807368
,167402.790499,391231.150025
,167344.574504,391312.492682
,167286.358409,391393.835239
,167228.142415,391475.177896
,167169.92632,391556.520553
,167111.710325,391637.86321
,167053.494331,391719.205767
,166995.278336,391800.548423
,166937.062241,391881.89108
,166878.846247,391963.233636
,166820.630153,392044.576293
,166762.414158,392125.918949
,166704.198164,392207.261505
,166645.98217,392288.604161
,166587.766076,392369.946817
,166529.550081,392451.289473
,166471.395887,392532.60613
,166413.898681,392614.456692
,166358.536237,392697.761276
,166306.856434,392783.390998
,166260.130453,392871.817773
,166218.685397,392962.839308
,166182.664769,393056.140607
,166152.193372,393151.398674
,166127.376511,393248.283814
,166108.30009,393346.460729
,166094.886515,393445.573021
,166085.653303,393545.170372
