"행정구역별(읍면동)","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"중구","집단가구[가구]","가구","80","57","87","85","84","81",
"중구","외국인가구[가구]","가구","592","586","558","556","568","578",
"중구","주택-계[호]","호","80402","80574","81427","81931","82320","82051",
"중구","단독주택[호]","호","19059","19037","18855","18524","18325","17988",
"중구","아파트[호]","호","49628","49696","50567","51232","51740","51780",
"중구","연립주택[호]","호","2275","2291","2306","2439","2470","2471",
"중구","다세대주택[호]","호","8011","8166","8212","8272","8315","8355",
"중구","비거주용 건물내 주택[호]","호","1429","1384","1487","1464","1470","1457",
"중구","주택이외의 거처[호]","호","1205","1155","1306","1319","1278","1330",
"서구","총인구[명]","명","491507","491430","487449","484492","480920","478629",
"서구","남자[명]","명","242100","242008","239928","238128","236242","235043",
"서구","여자[명]","명","249407","249422","247521","246364","244678","243586",
"서구","내국인-계[명]","명","487660","487452","483493","480243","476257","474200",
"서구","내국인-남자[명]","명","240430","240326","238247","236333","234264","233293",
"서구","내국인-여자[명]","명","247230","247126","245246","243910","241993","240907",
"서구","외국인-계[명]","명","3847","3978","3956","4249","4663","4429",
"서구","외국인-남자[명]","명","1670","1682","1681","1795","1978","1750",
"서구","외국인-여자[명]","명","2177","2296","2275","2454","2685","2679",
"서구","가구-계[가구]","가구","187892","191568","193300","195409","198286","204879",
"서구","일반가구[가구]","가구","186517","190211","191868","194136","196870","203296",
"서구","집단가구[가구]","가구","107","73","96","99","115","102",
"서구","외국인가구[가구]","가구","1268","1284","1336","1174","1301","1481",
"서구","주택-계[호]","호","143769","146366","147097","149952","152276","153397",
"서구","단독주택[호]","호","20617","20727","20597","20691","20466","20196",
"서구","아파트[호]","호","112944","115337","116047","118791","121291","122782",
"서구","연립주택[호]","호","2456","2520","2562","2546","2573","2488",
"서구","다세대주택[호]","호","6798","6859","6927","6951","6948","6938",
"서구","비거주용 건물내 주택[호]","호","954","923","964","973","998","993",
"서구","주택이외의 거처[호]","호","3787","3649","4040","3997","4131","4186",
"유성구","총인구[명]","명","350015","359057","366639","365833","366544","368895",
"유성구","남자[명]","명","180320","185416","188954","188741","189078","188856",
"유성구","여자[명]","명","169695","173641","177685","177092","177466","180039",
"유성구","내국인-계[명]","명","343420","352245","359459","357732","357945","360991",
"유성구","내국인-남자[명]","명","176938","181865","185285","184527","184541","184871",
"유성구","내국인-여자[명]","명","166482","170380","174174","173205","173404","176120",
"유성구","외국인-계[명]","명","6595","6812","7180","8101","8599","7904",
"유성구","외국인-남자[명]","명","3382","3551","3669","4214","4537","3985",
"유성구","외국인-여자[명]","명","3213","3261","3511","3887","4062","3919",
"유성구","가구-계[가구]","가구","128450","134422","140386","141924","145746","156839",
"유성구","일반가구[가구]","가구","126231","132178","137871","140085","143172","154100",
"유성구","집단가구[가구]","가구","98","81","103","129","125","121",
"유성구","외국인가구[가구]","가구","2121","2163","2412","1710","2449","2618",
"유성구","주택-계[호]","호","105937","107888","113276","114934","117035","119063",
"유성구","단독주택[호]","호","10514","10663","10888","11154","11272","11309",
"유성구","아파트[호]","호","89327","91224","96318","97677","99621","101693",
"유성구","연립주택[호]","호","1656","1566","1566","1585","1585","1606",
"유성구","다세대주택[호]","호","3649","3645","3663","3668","3683","3580",
"유성구","비거주용 건물내 주택[호]","호","791","790","841","850","874","875",
"유성구","주택이외의 거처[호]","호","3749","4042","4463","4390","4638","5415",
"대덕구","총인구[명]","명","198463","194442","188469","184308","179107","176393",
"대덕구","남자[명]","명","100659","98579","95463","93394","90825","89452",
"대덕구","여자[명]","명","97804","95863","93006","90914","88282","86941",
"대덕구","내국인-계[명]","명","195769","191603","185644","181300","175841","173352",
"대덕구","내국인-남자[명]","명","99263","97113","94004","91869","89184","87982",
"대덕구","내국인-여자[명]","명","96506","94490","91640","89431","86657","85370",
"대덕구","외국인-계[명]","명","2694","2839","2825","3008","3266","3041",
"대덕구","외국인-남자[명]","명","1396","1466","1459","1525","1641","1470",
"대덕구","외국인-여자[명]","명","1298","1373","1366","1483","1625","1571",
"대덕구","가구-계[가구]","가구","75453","75011","73985","73773","72973","74306",
"대덕구","일반가구[가구]","가구","74736","74216","73163","72990","72177","73457",
"대덕구","집단가구[가구]","가구","47","50","54","59","56","49",
"대덕구","외국인가구[가구]","가구","670","745","768","724","740","800",
"대덕구","주택-계[호]","호","61559","61796","60584","61367","61426","63102",
"대덕구","단독주택[호]","호","11051","11035","11002","10904","10838","10753",
"대덕구","아파트[호]","호","39534","39741","38568","39404","39492","41219",
"대덕구","연립주택[호]","호","1498","1549","1547","1560","1561","1602",
"대덕구","다세대주택[호]","호","8676","8682","8681","8707","8734","8729",
"대덕구","비거주용 건물내 주택[호]","호","800","789","786","792","801","799",
